transaction_id,date,department,region,category,budget,actual
TXN-001107,2025-03-01,Information Technology,,Travel & Expenses,9200.0,9806.13
TXN-000146,2024-02-01,Human Resources,Apac,Payroll,90392.3,84658.74
TXN-001429,08/01/2025,Marketing ,north america,Ads,17401.92,15609.46
TXN-000998,01-Feb-2025,sales,EMEA,software,16948.56,19175.54
TXN-001511,09/01/2025,Marketing ,apac,Payroll,68000.0,74911.64
TXN-001014,2025-02-01,Operations,EMEA,Advertising,22598.08,30204.42
TXN-001236,01/05/2025,OPERATIONS,EMEA,Payroll,86000.0,115430.61
TXN-000950,01/01/2025,Information Technology,North America,Equipment,10750.0,11202.37
TXN-000958,January 2025,IT,apac,Software,16125.0,"$12,091.20"
TXN-000204,01-Mar-2024,it,,advertising,23000.0,19824.95
TXN-000549,01-Aug-2024,Sales,emea,Ads,17401.92,
TXN-001785,12/01/2025,it,Asia Pacific,Equip.,10000.0,11011.89
TXN-000024,2024-01-01,sales,Emea,Ads,21500.0,22029.3
TXN-000208,March 2024,Information Technology,APAC,software,17250.0,16863.79
TXN-001795,01/12/2025,HR,emea,equipment,10000.0,11123.37
TXN-000528,01/08/2024,Marketing ,north america,Software,13051.44,11534.62
TXN-001104,03/01/2025,I.T.,Emea,Advertising,23000.0,
TXN-000681,2024-10-01,Marketing,Emea,,69607.7,72699.74
TXN-001784,12/01/2025,it,Apac,Advertising,20000.0,22315.94
TXN-000712,2024-10-01,Operations,EMEA,Travel,6960.77,6209.07
TXN-000003,January 2024,MKT,N. America,SW,16125.0,
TXN-001500,01-Aug-2025,HR,apac,,8700.96,8937.47
TXN-001584,October 2025,MKT,EMEA,Ads,17401.92,16797.41
TXN-000832,01/12/2024,Mktg,EMEA,Travel & Expenses,8000.0,5673.06
TXN-001098,March 2025,Information Technology,North America,software,17250.0,16708.36
TXN-000502,2024-07-01,it,Emea,Travel & Expenses,7400.0,7067.22
TXN-000848,12/01/2024,SALES,emea,Software,15000.0,
TXN-000345,May 2024,OPERATIONS,Apac,Equip.,10750.0,12081.8
TXN-000763,01/11/2024,Marketing ,Apac,software,13875.0,14409.81
TXN-001735,01-Dec-2025,MKT,emea,Equip.,10000.0,9289.16
TXN-000231,01/04/2024,marketing,emea,payroll,90392.3,112018.95
TXN-001147,01/04/2025,SALES,Emea,Travel & Expenses,9039.23,
TXN-001178,01-Apr-2025,I.T.,emea,software,16948.56,19819.19
TXN-000151,01-Mar-2024,MKT,NA,payroll,92000.0,79135.11
TXN-000590,2024-08-01,hr,N. America,equipment,8700.96,6991.7
TXN-000349,May 2024,I.T.,North America,Advertising,21500.0,20105.29
TXN-001442,2025-08-01,sales,N. America,Travel & Expenses,6960.77,6690.17
TXN-001725,01/11/2025,hr,apac,Equip.,9250.0,8527.82
TXN-001005,February 2025,SALES,APAC,Equip.,11299.04,13107.44
TXN-001338,June 2025,HR,North America,software,15000.0,11114.49
TXN-000152,2024-03-01,Marketing ,north america,Travel & Expenses,9200.0,10514.53
TXN-000815,01-Nov-2024,HR,north america,Equipment,9250.0,9961.51
TXN-000200,March 2024,Information Technology,N. America,Equipment,11500.0,12465.07
TXN-001010,2025-02-01,Operations,north america,Equipment,11299.04,10954.98
TXN-001539,01-Sep-2025,operations,EMEA,Ads,17000.0,
TXN-000535,August 2024,MKT,EMEA,equipment,8700.96,8440.28
TXN-001723,November 2025,Human Resources,Apac,software,13875.0,13660.64
TXN-001688,01-Nov-2025,Ops,Emea,SW,13875.0,
TXN-000510,July 2024,Information Technology,Apac,Equipment,,9196.23
TXN-001164,04/01/2025,Operations,emea,Ads,22598.08,19029.5
TXN-000566,01-Aug-2024,OPERATIONS,Asia Pacific,payroll,69607.7,74732.09
TXN-000300,01-Apr-2024,HR,Apac,Equipment,11299.04,11019.5
TXN-000977,February 2025,MKT,North America,Travel,9039.23,7635.4
TXN-001602,01-Oct-2025,Sales,apac,travel,6960.77,7877.59
TXN-000860,2024-12-01,OPERATIONS,North America,equipment,10000.0,10473.29
TXN-000483,July 2024,Ops,North America,software,13875.0,15306.91
TXN-000667,01/09/2024,hr,emea,Travel,6800.0,7416.01
TXN-001729,12/01/2025,Marketing ,NA,Advertising,20000.0,21932.3
TXN-001597,10/01/2025,SALES,EMEA,travel,6960.77,8428.51
TXN-001272,01/05/2025,HR,apac,Travel & Expenses,8600.0,8169.33
TXN-000389,2024-06-01,MKT,apac,advertising,20000.0,17893.4
TXN-000033,01/01/2024,OPERATIONS,NA,Software,16125.0,19617.37
TXN-001088,01/03/2025,Operations,EMEA,software,17250.0,18115.84
TXN-000839,01/12/2024,MKT,Apac,Advertising,20000.0,25710.81
TXN-001028,February 2025,it,emea,SW,16948.56,13279.87
TXN-000956,January 2025,it,APAC,Payroll,86000.0,122422.47
TXN-000740,2024-10-01,HR,N. America,equipment,8700.96,7502.24
TXN-000835,01-Dec-2024,MKT,Emea,Equipment,10000.0,11490.25
TXN-001261,05/01/2025,hr,north america,payroll,86000.0,108778.6
TXN-001489,August 2025,HR,north america,advertising,17401.92,18683.96
TXN-000560,2024-08-01,Operations,NA,Equipment,8700.96,9659.92
TXN-000268,01-Apr-2024,Operations,Apac,software,16948.56,15682.08
TXN-000699,01-Oct-2024, Sales,,advertising,17401.92,13454.83
TXN-000541,01/08/2024,Sales,North America,payroll,69607.7,64831.92
TXN-000008,01/01/2024,Mktg,EMEA,software,16125.0,12212.07
TXN-000447,2024-06-01,Human Resources,APAC,Travel,8000.0,9868.15
TXN-001157,April 2025,operations,North America,Travel & Expenses,9039.23,
TXN-000798,01-Nov-2024,Information Technology,north america,Software,13875.0,9137.72
TXN-000630,01-Sep-2024,sales,apac,Equip.,8500.0,7746.17
TXN-001590,10/01/2025,Mktg,apac,equipment,8700.96,-10120.22
TXN-000287,2024-04-01,hr,N. America,Travel,9039.23,9229.19
TXN-001165,04/01/2025,Ops,Emea,Equipment,11299.04,13073.69
TXN-001410,01-Jul-2025,IT,Apac,Equip.,9250.0,8193.23
TXN-000592,01-Aug-2024,Human Resources,EMEA,Travel & Expenses,,6756.91
TXN-000432,01/06/2024,Information Technology,Apac,Travel & Expenses,8000.0,10848.4
TXN-001190,04/01/2025,H.R.,NA,Equip.,11299.04,10962.03
TXN-001281,01/06/2025,Marketing ,emea,Payroll,80000.0,70748.27
TXN-001395,01-Jul-2025,Ops,APAC,Equip.,9250.0,8870.61
TXN-001002,01/02/2025,sales,Apac,Travel,9039.23,7978.16
TXN-000108,2024-02-01,operations,,software,16948.56,17297.5
TXN-001793,December 2025,Human Resources,emea,SW,15000.0,13562.78
TXN-000612,01-Sep-2024,MKT,apac,Travel & Expenses,6800.0,7559.39
TXN-000557,2024-08-01,operations,North America,Travel & Expenses,6960.77,
TXN-001447,01-Aug-2025,Sales,EMEA,Travel & Expenses,6960.77,7733.45
TXN-000964,01/01/2025,H.R.,North America,Ads,21500.0,14629.3
TXN-001392,01-Jul-2025,Ops,Apac,Travel,7400.0,5803.74
TXN-000192,01/03/2024,Operations,Apac,Travel & Expenses,9200.0,6566.89
TXN-000580,01/08/2024,IT,EMEA,Equipment,8700.96,9473.29
TXN-000863,2024-12-01,OPERATIONS,EMEA,Software,15000.0,14473.1
TXN-001764,December 2025,OPERATIONS,Emea,Ads,20000.0,
TXN-000182,March 2024,OPERATIONS,north america,Travel,9200.0,9371.73
TXN-001689,01/11/2025,OPERATIONS,emea,Advertising,18500.0,16499.24
TXN-001532,September 2025,operations,N. America,Travel & Expenses,6800.0,6439.07
TXN-001287,June 2025,Mktg,Apac,Travel,8000.0,7681.33
TXN-000826,December 2024,Marketing ,north america,payroll,80000.0,87794.61
TXN-000978,February 2025,MKT,N. America,Software,16948.56,17467.46
TXN-000022,01/01/2024,SALES,EMEA,Travel & Expenses,8600.0,8276.37
TXN-001727,01-Dec-2025,Marketing,N. America,travel,8000.0,7524.16
TXN-001752,12/01/2025, Sales,APAC,Travel,8000.0,8076.36
TXN-001654,2025-11-01,MKT,N. America,Advertising,18500.0,20250.48
TXN-001266,05/01/2025,HR,emea,payroll,86000.0,84152.14
TXN-000944,2025-01-01,operations,APAC,Advertising,21500.0,20069.75
TXN-001418,01/07/2025,HR,EMEA,SW,13875.0,13146.67
TXN-000966,January 2025,hr,emea,Payroll,86000.0,76224.13
TXN-000317,05/01/2024,Sales,NA,Travel,8600.0,-8148.81
TXN-001265,May 2025,HR,north america,Equip.,10750.0,12190.36
TXN-000696,2024-10-01,sales,Emea,PAYROLL,69607.7,69467.57
TXN-001117,March 2025,Human Resources,emea,Travel & Expenses,9200.0,7526.65
TXN-001096,March 2025,IT,North America,payroll,92000.0,77105.96
TXN-000139,02/01/2024,Human Resources,north america,advertising,22598.08,22026.86
TXN-000062,01/01/2024,HR,NA,Travel & Expenses,8600.0,8920.86
TXN-001294,June 2025, Sales,north america,Advertising,20000.0,16560.45
TXN-000385,01/06/2024,Marketing,emea,Equip.,10000.0,10588.51
TXN-001601,October 2025,sales,apac,PAYROLL,69607.7,73576.24
TXN-001718,2025-11-01,hr,Emea,Software,13875.0,18914.54
TXN-001751,2025-12-01,Sales,Asia Pacific,PAYROLL,80000.0,86750.54
TXN-000670,September 2024,HR,emea,equipment,8500.0,8214.54
TXN-000627,September 2024,Sales,Apac,travel,6800.0,5327.91
TXN-000149,01/02/2024,hr,Apac,Ads,22598.08,25653.11
TXN-001449,August 2025,sales,emea,Advertising,17401.92,14850.37
TXN-001753,2025-12-01,Sales,APAC,software,15000.0,12549.0
TXN-001504,September 2025,marketing,north america,Advertising,17000.0,15764.45
TXN-000553,08/01/2024, Sales,apac,Software,13051.44,13556.87
TXN-001743,2025-12-01,Sales,north america,software,15000.0,12637.64
TXN-000617,09/01/2024,Sales,NA,Travel & Expenses,6800.0,8116.46
TXN-000404,01/06/2024, Sales,Apac,Ads,20000.0,19746.7
TXN-000344,01/05/2024,Operations,,Advertising,21500.0,20253.86
TXN-000684,01-Oct-2024,Marketing ,Emea,advertising,17401.92,16049.91
TXN-001750,12/01/2025,SALES,EMEA,equipment,10000.0,9501.15
TXN-000004,01-Jan-2024,marketing,N. America,Ads,21500.0,27144.5
TXN-000007,01/01/2024,Marketing,emea,Travel & Expenses,8600.0,7495.15
TXN-001290,01-Jun-2025,marketing,Apac,equipment,,-11791.04
TXN-000384,01/06/2024,Marketing ,EMEA,advertising,20000.0,22737.41
TXN-000309,01-May-2024,Marketing ,emea,Ads,21500.0,23046.94
TXN-001653,November 2025,Mktg,N. America,software,13875.0,17041.62
TXN-000990,February 2025,MKT,APAC,Equip.,11299.04,10584.93
TXN-000413,01/06/2024,operations,emea,software,15000.0,15848.92
TXN-001693,01/11/2025,Ops,APAC,software,13875.0,
TXN-001791,December 2025,hr,EMEA,PAYROLL,80000.0,111090.89
TXN-000099,01/02/2024,Sales,emea,Advertising,22598.08,20449.7
TXN-001524,September 2025, Sales,emea,advertising,17000.0,18843.6
TXN-000303,May 2024,Marketing,N. America,software,16125.0,"$19,466.18"
TXN-000038,01/01/2024,Operations,emea,Software,16125.0,11782.74
TXN-001430,08/01/2025,Marketing,N. America,Equip.,8700.96,10086.97
TXN-001077,2025-03-01,Sales,APAC,,9200.0,9393.28
TXN-001326,01-Jun-2025,Information Technology,emea,payroll,80000.0,79949.78
TXN-000515,01/07/2024,H.R.,N. America,Equip.,,9118.42
TXN-001106,03/01/2025,it,Apac,Payroll,92000.0,"$81,977.13"
TXN-000298,01/04/2024,hr,apac,software,16948.56,18281.12
TXN-001681,11/01/2025,OPERATIONS,north america,payroll,74000.0,55151.82
TXN-001373,2025-07-01,SALES,emea,,13875.0,9433.99
TXN-001295,2025-06-01,SALES,north america,equipment,10000.0,8994.01
TXN-001444,01/08/2025, Sales,N. America,advertising,17401.92,18113.72
TXN-001184,01/04/2025,it,apac,Ads,22598.08,18256.93
TXN-000516,01/07/2024,Human Resources,emea,PAYROLL,74000.0,62141.56
TXN-000046,01/01/2024,IT,north america,Payroll,86000.0,93743.75
TXN-001611,2025-10-01,operations,EMEA,payroll,69607.7,64522.59
TXN-001503,2025-09-01,MKT,N. America,software,12750.0,12148.36
TXN-001133,04/01/2025,Marketing,Emea,Software,16948.56,20080.89
TXN-000058,2024-01-01,it,apac,SW,16125.0,16132.8
TXN-000160,03/01/2024,Marketing,emea,Equipment,11500.0,11822.96
TXN-001144,April 2025,SALES,N. America,Ads,22598.08,24224.96
TXN-001509,September 2025,MKT,Emea,Ads,17000.0,10751.06
TXN-001582,2025-10-01,Marketing ,Emea,Travel & Expenses,6960.77,6211.81
TXN-000892,01-Dec-2024,HR,Emea,Travel,8000.0,6954.07
TXN-001783,12/01/2025,Information Technology,APAC,software,15000.0,"$16,794.22"
TXN-000842,December 2024,SALES,north america,Travel & Expenses,8000.0,7317.52
TXN-000822,November 2024,Human Resources,APAC,,7400.0,7594.52
TXN-000857,01-Dec-2024,Operations,North America,Travel,8000.0,6315.19
TXN-001018,01/02/2025,OPERATIONS,APAC,Software,16948.56,23322.67
TXN-000634,2024-09-01,operations,N. America,advertising,17000.0,15560.19
TXN-000096,01/02/2024,sales,emea,PAYROLL,90392.3,91410.04
TXN-000778,2024-11-01,SALES,Apac,Software,13875.0,
TXN-001647,October 2025,hr,apac,Travel,6960.77,8244.49
TXN-000803,November 2024,it,Emea,Software,13875.0,12074.34
TXN-000117,01/02/2024,OPERATIONS,apac,Travel & Expenses,9039.23,8614.89
TXN-000260,April 2024,Ops,north america,Equipment,11299.04,12121.02
TXN-001719,2025-11-01,hr,emea,advertising,18500.0,17754.73
TXN-001617,01-Oct-2025,Ops,Apac,travel,6960.77,6993.91
TXN-000009,January 2024,Marketing,EMEA,advertising,21500.0,19361.71
TXN-000219,01/03/2024,Human Resources,Emea,Ads,23000.0,24459.31
TXN-000367,01-May-2024,hr,emea,Travel & Expenses,8600.0,7792.55
TXN-000196,March 2024,IT,North America,PAYROLL,92000.0,85311.7
TXN-001155,2025-04-01,Sales,Asia Pacific,Equipment,11299.04,643880.5
TXN-001520,01-Sep-2025,SALES,north america,equipment,8500.0,7393.75
TXN-000788,11/01/2024,operations,EMEA,SW,13875.0,
TXN-001385,01-Jul-2025,OPERATIONS,N. America,Equip.,9250.0,8540.39
TXN-001485,2025-08-01,it,Apac,equipment,8700.96,6946.95
TXN-000448,June 2024,HR,APAC,SW,15000.0,18395.45
TXN-001691,11/01/2025,OPERATIONS,apac,payroll,74000.0,-102104.88
TXN-000391,01-Jun-2024,Sales,north america,payroll,80000.0,72977.49
TXN-000930,January 2025,SALES,apac,Equipment,10750.0,11354.05
TXN-001388,01/07/2025,OPERATIONS,emea,software,13875.0,12759.65
TXN-000197,01-Mar-2024,I.T.,North America,travel,9200.0,8876.86
TXN-000856,01/12/2024,OPERATIONS,NA,PAYROLL,80000.0,89755.18
TXN-001173,01/04/2025,Information Technology,North America,Software,16948.56,13672.24
TXN-001070,03/01/2025,Sales,N. America,equipment,11500.0,8640.66
TXN-001059,2025-03-01,Mktg,Emea,Advertising,23000.0,20589.65
TXN-001258,May 2025,IT,Asia Pacific,Software,16125.0,16298.84
TXN-001585,10/01/2025,marketing,EMEA,equipment,8700.96,8313.89
TXN-000107,2024-02-01,OPERATIONS,north america,Travel,9039.23,10599.01
TXN-000076,2024-02-01,MKT,North America,Payroll,90392.3,95690.02
TXN-000852,12/01/2024,sales,Apac,Travel,8000.0,9373.63
TXN-000012,2024-01-01,Marketing,apac,travel,8600.0,7681.52
TXN-001075,03/01/2025,sales,emea,Equip.,11500.0,9864.51
TXN-000361,01/05/2024,hr,North America,Payroll,86000.0,76975.97
TXN-000469,07/01/2024,SALES,N. America,Ads,18500.0,17152.76
TXN-001771,01-Dec-2025,IT,north america,payroll,80000.0,92831.27
TXN-000059,01/01/2024,it,APAC,Advertising,21500.0,19408.69
TXN-001310,2025-06-01,OPERATIONS,NA,Equipment,10000.0,11777.3
TXN-000102,02/01/2024,sales,APAC,Travel,9039.23,11075.11
TXN-000377,2024-06-01,Mktg,NA,travel,8000.0,7658.53
TXN-001271,May 2025,H.R.,Apac,payroll,86000.0,70755.89
TXN-001436,01-Aug-2025,MKT,APAC,PAYROLL,69607.7,"$66,641.68"
TXN-000359,01-May-2024,it,apac,Advertising,21500.0,22056.77
TXN-001698,2025-11-01,it,NA,Software,13875.0,15256.68
TXN-001344,01-Jun-2025,HR,EMEA,advertising,20000.0,18530.97
TXN-000563,01/08/2024,Operations,EMEA,Software,13051.44,14178.15
TXN-000584,2024-08-01,Information Technology,,Advertising,17401.92,21208.06
TXN-001351,07/01/2025,MKT,NA,Payroll,74000.0,84193.25
TXN-000255,04/01/2024, Sales,Apac,Equipment,11299.04,10609.34
TXN-001715,01/11/2025,Human Resources,NA,equipment,9250.0,10601.48
TXN-000166,01-Mar-2024,Sales,North America,PAYROLL,92000.0,85270.71
TXN-000749,2024-10-01,Human Resources,Apac,advertising,17401.92,23805.2
TXN-001713,November 2025,hr,north america,SW,13875.0,11847.22
TXN-000812,01-Nov-2024,Human Resources,N. America,Travel,7400.0,7777.1
TXN-000438,06/01/2024,Human Resources,NA,SW,15000.0,17085.28
TXN-000711,October 2024,Ops,emea,PAYROLL,69607.7,80462.22
TXN-001593,2025-10-01,SALES,NA,SW,13051.44,13088.72
TXN-000933,01-Jan-2025,operations,North America,SW,16125.0,16168.61
TXN-000736,01-Oct-2024,H.R.,north america,payroll,69607.7,75719.82
TXN-001675,11/01/2025,sales,Emea,Equip.,9250.0,9893.98
TXN-001787,December 2025,hr,north america,travel,8000.0,8436.93
TXN-001552,September 2025,IT,Emea,Travel,6800.0,8843.67
TXN-000221,03/01/2024,H.R.,APAC,PAYROLL,92000.0,95988.36
TXN-000953,January 2025,it,EMEA,SW,16125.0,16487.49
TXN-001411,01/07/2025,hr,N. America,payroll,74000.0,"$76,359.41"
TXN-000979,01/02/2025,Marketing,North America,advertising,22598.08,21025.42
TXN-000086,February 2024,MKT,Apac,PAYROLL,90392.3,75473.95
TXN-000593,2024-08-01,Human Resources,Emea,SW,13051.44,12367.13
TXN-001280,01/06/2025,marketing,north america,Equipment,10000.0,11161.89
TXN-000853,12/01/2024,sales,apac,Software,15000.0,"$15,433.93"
TXN-001146,01-Apr-2025,Sales,EMEA,payroll,90392.3,117809.83
TXN-001563,2025-09-01,Human Resources,North America,SW,12750.0,13278.55
TXN-000278,01-Apr-2024,it,,SW,16948.56,17054.1
TXN-001241,01-May-2025,OPERATIONS,Apac,PAYROLL,86000.0,90716.81
TXN-000229,04/01/2024,Mktg,NA,Ads,22598.08,
TXN-001229,2025-05-01,sales,APAC,Ads,21500.0,20386.58
TXN-001446,01-Aug-2025,Sales,emea,PAYROLL,69607.7,58722.19
TXN-001502,01/09/2025,Marketing,NA,travel,6800.0,7438.43
TXN-000449,June 2024,H.R.,apac,Advertising,20000.0,19828.95
TXN-000081,01-Feb-2024,marketing,Emea,payroll,90392.3,84845.85
TXN-001218,01-May-2025,SALES,N. America,SW,16125.0,16071.39
TXN-000066,01-Jan-2024,Human Resources,EMEA,Payroll,86000.0,70381.09
TXN-001311,2025-06-01,Operations,emea,PAYROLL,80000.0,92240.15
TXN-001037,2025-02-01,HR,North America,travel,,9279.6
TXN-000304,01-May-2024,Marketing,north america,,21500.0,17561.6
TXN-001017,2025-02-01,OPERATIONS,APAC,Travel,9039.23,
TXN-000955,January 2025,I.T.,EMEA,Equip.,10750.0,9315.16
TXN-000909,2025-01-01,Mktg,EMEA,advertising,21500.0,15030.77
TXN-000568,08/01/2024,Ops,,software,13051.44,13646.17
TXN-001357,01/07/2025,Marketing,emea,travel,7400.0,6965.8
TXN-000002,01-Jan-2024,Marketing,north america,Travel,8600.0,10397.7
TXN-000719,01-Oct-2024,Operations,Apac,Advertising,17401.92,19053.49
TXN-000642,September 2024,operations,Asia Pacific,travel,6800.0,7942.49
TXN-000060,01-Jan-2024,I.T.,apac,Equip.,10750.0,12959.59
TXN-001514,01/09/2025,MKT,APAC,Advertising,17000.0,18013.36
TXN-000250,2024-04-01, Sales,EMEA,equipment,11299.04,8993.19
TXN-001537,01/09/2025,OPERATIONS,EMEA,Travel & Expenses,6800.0,7874.38
TXN-000122,01-Feb-2024,it,,Travel,9039.23,
TXN-001690,01-Nov-2025,OPERATIONS,emea,equipment,9250.0,9239.98
TXN-000214,01/03/2024,H.R.,north america,Advertising,23000.0,21452.98
TXN-001053,03/01/2025,marketing,north america,software,17250.0,16731.25
TXN-000029,01-Jan-2024,sales,Apac,Advertising,21500.0,18856.53
TXN-000555,01-Aug-2024,sales,APAC,Equipment,8700.96,9282.26
TXN-001766,01-Dec-2025,operations,Asia Pacific,,80000.0,108401.05
TXN-001419,July 2025,H.R.,Emea,Advertising,18500.0,25683.46
TXN-001692,01/11/2025,OPERATIONS,apac,Travel & Expenses,7400.0,8212.25
TXN-000796,01-Nov-2024,it,N. America,PAYROLL,74000.0,49410.05
TXN-001597,10/01/2025,SALES,EMEA,travel,6960.77,8428.51
TXN-001588,2025-10-01,marketing,apac,software,13051.44,10790.65
TXN-000406,01-Jun-2024,operations,N. America,PAYROLL,80000.0,75454.86
TXN-001267,01/05/2025,H.R.,Emea,Travel,8600.0,8499.1
TXN-000635,2024-09-01,OPERATIONS,,Equip.,8500.0,8516.11
TXN-001702,November 2025,IT,emea,travel,7400.0,"$7,513.70"
TXN-001223,2025-05-01,SALES,emea,software,,15471.13
TXN-000937,January 2025,OPERATIONS,Emea,travel,8600.0,8798.69
TXN-000702,01-Oct-2024,SALES,apac,Travel & Expenses,6960.77,
TXN-001717,11/01/2025,H.R.,Emea,Travel & Expenses,7400.0,-7802.16
TXN-000154,03/01/2024,Marketing ,north america,Advertising,23000.0,25270.98
TXN-001777,01/12/2025,Information Technology,Emea,Travel,8000.0,10007.11
TXN-001365,01/07/2025,marketing,APAC,Equipment,9250.0,8098.71
TXN-000338,May 2024,Ops,EMEA,Software,16125.0,12567.55
TXN-000424,01/06/2024,I.T.,North America,Ads,20000.0,24758.8
TXN-001772,01-Dec-2025,IT,NA,Travel & Expenses,8000.0,8081.95
TXN-001767,December 2025,operations,Apac,travel,8000.0,7117.55
TXN-001238,May 2025,OPERATIONS,EMEA,SW,16125.0,17677.64
TXN-001378,07/01/2025, Sales,apac,Software,13875.0,13254.98
TXN-001048,01/02/2025,H.R.,Asia Pacific,Software,16948.56,18946.4
TXN-000470,01-Jul-2024, Sales,N. America,Equipment,9250.0,9090.99
TXN-001701,01/11/2025,it,emea,PAYROLL,74000.0,81935.78
TXN-001711,01/11/2025,HR,N. America,Payroll,,68182.86
TXN-001413,01/07/2025,H.R.,NA,Software,13875.0,15667.41
TXN-001397,07/01/2025,Information Technology,N. America,Travel,7400.0,6511.84
TXN-000094,02/01/2024,SALES,NA,Ads,22598.08,23742.25
TXN-001371,July 2025,sales,emea,payroll,74000.0,80563.21
TXN-000495,07/01/2024,OPERATIONS,Asia Pacific,Equipment,9250.0,9024.1
TXN-000277,01-Apr-2024,I.T.,Emea,Travel & Expenses,9039.23,10515.7
TXN-001687,01/11/2025,Operations,emea,Travel & Expenses,7400.0,9944.56
TXN-000917,January 2025, Sales,N. America,,8600.0,9803.77
TXN-000694,01/10/2024,Sales,North America,Advertising,17401.92,22633.7
TXN-001465,August 2025,Ops,emea,equipment,8700.96,11164.55
TXN-001586,October 2025,Marketing,Asia Pacific,payroll,69607.7,64710.65
TXN-000055,01/01/2024,Information Technology,,Equip.,10750.0,11016.24
TXN-000976,01/02/2025,Marketing ,North America,payroll,90392.3,78343.96
TXN-000439,June 2024,Human Resources,North America,advertising,20000.0,19093.55
TXN-000790,11/01/2024,OPERATIONS,Emea,equipment,9250.0,7887.87
TXN-000569,2024-08-01,Operations,APAC,Advertising,17401.92,17932.85
TXN-000339,01/05/2024,operations,Emea,Advertising,21500.0,21246.96
TXN-001526,2025-09-01, Sales,Apac,PAYROLL,68000.0,53583.04
TXN-000245,01/04/2024,Sales,north america,Equipment,11299.04,14544.89
TXN-001656,01/11/2025,MKT,emea,payroll,74000.0,65788.46
TXN-000581,August 2024,Information Technology,Apac,PAYROLL,69607.7,57661.43
TXN-000858,2024-12-01,operations,N. America,SW,15000.0,13934.75
TXN-000355,01/05/2024,IT,emea,equipment,10750.0,9158.77
TXN-000829,12/01/2024,Marketing ,North America,advertising,20000.0,22555.08
TXN-001226,01-May-2025, Sales,apac,Payroll,86000.0,71451.16
TXN-000286,04/01/2024,H.R.,North America,Payroll,90392.3,102741.84
TXN-000872,01/12/2024,I.T.,N. America,Travel,8000.0,8817.1
TXN-000910,2025-01-01,marketing,EMEA,Equip.,10750.0,9650.18
TXN-001389,01/07/2025,operations,emea,advertising,18500.0,17584.85
TXN-000313,2024-05-01,Marketing,Asia Pacific,Software,16125.0,18422.27
TXN-000296,04/01/2024,hr,apac,PAYROLL,90392.3,87684.8
TXN-001482,01/08/2025,it,Apac,Travel,6960.77,"$5,967.91"
TXN-000781,01-Nov-2024,operations,N. America,PAYROLL,74000.0,69398.11
TXN-001097,March 2025,Information Technology,N. America,travel,9200.0,10187.82
TXN-001744,12/01/2025,Sales,NA,advertising,20000.0,24931.71
TXN-001139,04/01/2025,Marketing,Apac,Advertising,22598.08,22194.23
TXN-000894,December 2024,Human Resources,Emea,,20000.0,18099.1
TXN-000664,01-Sep-2024,hr,North America,Advertising,17000.0,14909.89
TXN-000744,2024-10-01,hr,emea,Advertising,17401.92,12405.95
TXN-000591,August 2024,Human Resources,EMEA,payroll,69607.7,79029.2
TXN-000673,01/09/2024,Human Resources,apac,software,12750.0,12515.64
TXN-000450,2024-06-01,HR,apac,Equipment,10000.0,
TXN-000132,01/02/2024,it,Apac,Travel,9039.23,5070.75
TXN-001159,01-Apr-2025,operations,N. America,Advertising,22598.08,23644.85
TXN-000689,01/10/2024,marketing,Asia Pacific,Ads,17401.92,17336.21
TXN-000626,01-Sep-2024, Sales,Asia Pacific,PAYROLL,68000.0,75414.42
TXN-001278,2025-06-01,marketing,NA,Software,15000.0,14011.78
TXN-001176,2025-04-01,IT,EMEA,payroll,90392.3,106918.83
TXN-000645,09/01/2024,Operations,Asia Pacific,Equip.,8500.0,6104.44
TXN-000527,01/08/2024,MKT,NA,travel,6960.77,7527.19
TXN-000499,2024-07-01,Information Technology,NA,Ads,18500.0,23643.91
TXN-000773,11/01/2024, Sales,Emea,software,13875.0,"$13,355.05"
TXN-001006,01-Feb-2025,OPERATIONS,NA,payroll,90392.3,68503.41
TXN-000128,2024-02-01,it,emea,software,16948.56,13321.57
TXN-001082,March 2025,OPERATIONS,NA,travel,9200.0,10639.36
TXN-000251,2024-04-01,Sales,apac,Payroll,90392.3,115780.95
TXN-000596,01/08/2024,H.R.,apac,PAYROLL,69607.7,62965.28
TXN-001725,01/11/2025,hr,apac,Equip.,9250.0,8527.82
TXN-000163,March 2024,marketing,apac,software,17250.0,13694.24
TXN-000794,2024-11-01,Operations,Asia Pacific,advertising,18500.0,18337.0
TXN-001569,09/01/2025,hr,Emea,advertising,17000.0,17393.8
TXN-000444,01-Jun-2024,Human Resources,EMEA,Advertising,20000.0,
TXN-000098,01-Feb-2024,Sales,EMEA,software,16948.56,17834.08
TXN-000353,May 2024,I.T.,emea,Software,16125.0,13748.65
TXN-000429,June 2024,IT,EMEA,Ads,,"$18,681.27"
TXN-001749,December 2025, Sales,Emea,advertising,20000.0,21872.73
TXN-001194,01/04/2025,Human Resources,EMEA,Ads,22598.08,20348.61
TXN-000674,September 2024,Human Resources,Asia Pacific,Ads,17000.0,12671.25
TXN-000507,01/07/2024,I.T.,Asia Pacific,Travel,7400.0,8733.23
TXN-000656,01-Sep-2024,I.T.,APAC,payroll,68000.0,72231.07
TXN-000602,01-Sep-2024,Mktg,north america,Travel,6800.0,-7199.69
TXN-001237,05/01/2025,Operations,EMEA,travel,8600.0,6928.32
